能力評価,性格診断結果,思索型:内閉性,自制型:弱気さ,従順性,ﾓﾗﾄﾘｱﾑ傾向,自己信頼性,努力型:持続性,積極性,協調性,共感性,努力型:規則性
B,C,,46.0,41.0,,30.0,38.0,39.0,46.0,37.0,57.0
,C,47.0,69.0,62.0,34.0,34.0,,46.0,39.0,18.0,
A,－,37.0,,42.0,56.0,43.0,26.0,35.0,44.0,,56.0
,A,74.0,,53.0,41.0,,51.0,51.0,74.0,37.0,
B,D,41.0,65.0,26.0,28.0,39.0,35.0,41.0,55.0,15.0,59.0
B,D,62.0,40.0,44.0,,,18.0,32.0,24.0,,47.0
,B,68.0,66.0,46.0,,53.0,,44.0,63.0,46.0,41.0
,B,37.0,38.0,,66.0,53.0,,,,,53.0
B,B,61.0,54.0,34.0,62.0,,29.0,,59.0,10.0,59.0
A,B,59.0,83.0,54.0,45.0,,25.0,20.0,,60.0,53.0
,－,51.0,43.0,48.0,47.0,24.0,71.0,,,35.0,44.0
B,S,66.0,,24.0,,77.0,36.0,,,10.0,63.0
B,－,51.0,88.0,61.0,45.0,,52.0,40.0,72.0,,40.0
B,S,60.0,,28.0,43.0,30.0,37.0,31.0,36.0,,61.0
B,C,37.0,66.0,51.0,,,23.0,74.0,25.0,33.0,35.0
A,S,27.0,36.0,38.0,42.0,27.0,36.0,33.0,,41.0,62.0
B,D,,,37.0,,,21.0,47.0,,24.0,79.0
A,A,55.0,,33.0,58.0,11.0,44.0,67.0,25.0,41.0,54.0
A,S,46.0,54.0,37.0,37.0,,35.0,,63.0,22.0,
,－,50.0,42.0,50.0,,20.0,,24.0,,,62.0
,B,,51.0,,44.0,39.0,58.0,63.0,23.0,33.0,49.0
B,B,,45.0,58.0,46.0,26.0,,46.0,24.0,19.0,
B,A,41.0,46.0,35.0,46.0,61.0,33.0,67.0,53.0,28.0,58.0
,－,64.0,28.0,22.0,42.0,42.0,,62.0,52.0,28.0,65.0
A,D,64.0,32.0,,,46.0,,40.0,25.0,36.0,57.0
B,S,,57.0,61.0,33.0,,,37.0,47.0,21.0,39.0
B,S,54.0,96.0,28.0,27.0,25.0,,49.0,43.0,31.0,45.0
,S,60.0,67.0,59.0,54.0,56.0,36.0,,51.0,26.0,62.0
B,S,,,46.0,29.0,,54.0,58.0,47.0,27.0,55.0
B,A,,49.0,,,26.0,26.0,42.0,57.0,36.0,79.0
,B,27.0,34.0,50.0,50.0,,48.0,62.0,58.0,10.0,48.0
,S,,86.0,39.0,47.0,51.0,39.0,,52.0,34.0,
B,A,72.0,63.0,49.0,42.0,39.0,,74.0,,,59.0
B,C,43.0,,,46.0,33.0,51.0,,42.0,21.0,50.0
B,S,,55.0,51.0,39.0,38.0,18.0,,36.0,,38.0
B,C,38.0,42.0,54.0,46.0,34.0,54.0,,74.0,31.0,65.0
B,B,30.0,93.0,34.0,36.0,,,,38.0,,76.0
B,C,36.0,,43.0,42.0,77.0,49.0,61.0,22.0,13.0,49.0
B,D,,96.0,70.0,54.0,,,34.0,29.0,14.0,
B,C,45.0,72.0,48.0,39.0,47.0,31.0,46.0,19.0,46.0,
A,A,,31.0,52.0,58.0,,,50.0,11.0,36.0,
,D,52.0,88.0,53.0,58.0,44.0,64.0,64.0,61.0,,
,－,,71.0,,40.0,36.0,29.0,,32.0,23.0,60.0
A,A,75.0,68.0,52.0,57.0,29.0,16.0,74.0,64.0,16.0,55.0
,D,78.0,86.0,27.0,46.0,,35.0,,60.0,24.0,57.0
B,C,27.0,32.0,,,44.0,44.0,67.0,63.0,,57.0
A,D,,82.0,50.0,76.0,,51.0,49.0,43.0,,38.0
B,D,41.0,80.0,22.0,,59.0,29.0,,53.0,,
B,－,,,,41.0,65.0,35.0,51.0,55.0,,56.0
B,S,,,47.0,25.0,60.0,50.0,63.0,33.0,15.0,55.0
,D,58.0,62.0,,34.0,51.0,,51.0,28.0,37.0,
A,D,42.0,47.0,60.0,27.0,40.0,,74.0,25.0,31.0,42.0
,S,45.0,50.0,51.0,38.0,,25.0,,41.0,28.0,49.0
B,A,27.0,41.0,45.0,47.0,,,74.0,58.0,54.0,58.0
,C,55.0,89.0,52.0,46.0,43.0,55.0,,47.0,,55.0
A,C,,28.0,,51.0,,27.0,69.0,69.0,39.0,43.0
B,C,27.0,54.0,,,22.0,,63.0,18.0,14.0,
C,A,59.0,36.0,23.0,,41.0,38.0,69.0,,43.0,52.0
B,C,47.0,,,,31.0,,36.0,38.0,33.0,60.0
B,－,34.0,46.0,35.0,,38.0,37.0,46.0,56.0,53.0,53.0
B,－,,46.0,,54.0,34.0,51.0,36.0,,30.0,62.0
B,D,39.0,39.0,41.0,,30.0,45.0,32.0,43.0,16.0,58.0
C,A,48.0,48.0,28.0,46.0,41.0,25.0,48.0,38.0,51.0,54.0
A,A,42.0,30.0,,49.0,41.0,71.0,42.0,41.0,24.0,64.0
B,S,45.0,81.0,50.0,,30.0,31.0,20.0,,24.0,56.0
B,S,59.0,62.0,32.0,48.0,33.0,21.0,57.0,27.0,45.0,
A,－,47.0,,31.0,30.0,,,74.0,20.0,28.0,47.0
B,A,,46.0,29.0,44.0,37.0,56.0,21.0,68.0,60.0,64.0
A,－,28.0,44.0,40.0,,24.0,24.0,,43.0,39.0,60.0
A,D,77.0,39.0,38.0,40.0,31.0,45.0,,28.0,10.0,35.0
,－,50.0,48.0,55.0,55.0,35.0,,69.0,31.0,52.0,37.0
A,A,,53.0,37.0,48.0,72.0,18.0,22.0,47.0,43.0,64.0
B,B,45.0,,,33.0,37.0,51.0,58.0,52.0,34.0,61.0
,D,50.0,,51.0,,41.0,21.0,21.0,61.0,31.0,
B,S,61.0,23.0,48.0,39.0,24.0,37.0,35.0,71.0,21.0,79.0
A,C,33.0,71.0,56.0,47.0,56.0,27.0,45.0,74.0,26.0,48.0
B,D,,48.0,63.0,47.0,,26.0,65.0,50.0,40.0,
B,A,40.0,,51.0,46.0,35.0,48.0,31.0,57.0,10.0,62.0
B,－,85.0,47.0,36.0,,,30.0,67.0,16.0,26.0,65.0
B,S,46.0,92.0,26.0,45.0,,,65.0,35.0,22.0,46.0
,D,,37.0,52.0,,,49.0,61.0,22.0,35.0,
C,－,56.0,37.0,52.0,36.0,32.0,28.0,40.0,62.0,26.0,56.0
C,C,46.0,52.0,38.0,34.0,,30.0,39.0,50.0,41.0,38.0
B,C,60.0,63.0,59.0,37.0,,46.0,58.0,48.0,35.0,
A,S,42.0,96.0,49.0,43.0,36.0,17.0,46.0,10.0,33.0,54.0
A,D,53.0,,55.0,28.0,24.0,,,55.0,,25.0
B,S,53.0,46.0,,54.0,25.0,44.0,57.0,42.0,21.0,43.0
A,B,60.0,,40.0,26.0,49.0,42.0,20.0,40.0,42.0,42.0
B,S,75.0,46.0,50.0,41.0,31.0,,44.0,,53.0,44.0
B,D,48.0,40.0,65.0,,44.0,,39.0,40.0,,54.0
,S,,56.0,,27.0,15.0,47.0,60.0,73.0,53.0,47.0
C,B,,59.0,22.0,,21.0,,,28.0,35.0,
B,－,40.0,45.0,40.0,,35.0,72.0,58.0,30.0,,
B,D,57.0,29.0,46.0,31.0,46.0,55.0,17.0,,26.0,
,S,57.0,,51.0,55.0,38.0,52.0,68.0,18.0,46.0,
,C,60.0,,,46.0,,,41.0,35.0,,69.0
B,A,,,,68.0,30.0,27.0,63.0,38.0,48.0,61.0
A,－,,33.0,45.0,64.0,40.0,38.0,38.0,71.0,45.0,51.0
A,B,46.0,44.0,40.0,36.0,,40.0,73.0,,58.0,63.0
B,C,73.0,52.0,76.0,44.0,31.0,20.0,,,,
B,S,83.0,33.0,,45.0,39.0,39.0,60.0,,40.0,59.0
B,－,37.0,50.0,50.0,,42.0,,,15.0,10.0,41.0
,B,72.0,53.0,53.0,29.0,30.0,39.0,39.0,71.0,12.0,48.0
B,B,37.0,,43.0,47.0,52.0,40.0,,58.0,,62.0
,C,30.0,,37.0,,33.0,43.0,58.0,38.0,49.0,72.0
B,D,64.0,47.0,23.0,52.0,33.0,44.0,,48.0,,63.0
B,－,27.0,45.0,60.0,28.0,48.0,,,47.0,13.0,
,－,55.0,49.0,47.0,34.0,39.0,53.0,39.0,,32.0,54.0
,B,27.0,50.0,56.0,25.0,42.0,29.0,29.0,50.0,10.0,58.0
A,D,27.0,39.0,37.0,51.0,24.0,25.0,,16.0,12.0,61.0
A,A,63.0,46.0,55.0,64.0,42.0,20.0,43.0,54.0,,42.0
B,B,74.0,45.0,54.0,51.0,47.0,,33.0,26.0,16.0,53.0
B,S,,66.0,43.0,46.0,36.0,42.0,,,12.0,
B,B,50.0,38.0,44.0,47.0,65.0,,,68.0,10.0,50.0
B,A,,50.0,50.0,27.0,30.0,24.0,44.0,74.0,22.0,56.0
,A,56.0,43.0,40.0,68.0,39.0,46.0,,40.0,,43.0
B,B,52.0,53.0,,43.0,,61.0,47.0,45.0,53.0,54.0
A,S,,57.0,55.0,55.0,29.0,62.0,64.0,63.0,31.0,70.0
B,－,53.0,,41.0,,58.0,20.0,,34.0,,44.0
B,D,39.0,79.0,28.0,,,19.0,,29.0,,65.0
,－,,36.0,29.0,26.0,44.0,24.0,23.0,38.0,37.0,
B,S,49.0,26.0,56.0,50.0,,60.0,,68.0,41.0,61.0
B,D,71.0,46.0,53.0,37.0,43.0,66.0,72.0,64.0,48.0,
A,C,,55.0,,,62.0,31.0,67.0,65.0,52.0,63.0
B,C,77.0,35.0,52.0,37.0,33.0,30.0,46.0,12.0,44.0,57.0
,A,,72.0,44.0,44.0,48.0,16.0,32.0,52.0,18.0,42.0
B,S,51.0,,57.0,,30.0,14.0,,57.0,41.0,60.0
A,B,,64.0,49.0,58.0,40.0,65.0,34.0,67.0,13.0,41.0
A,D,81.0,,53.0,29.0,,59.0,41.0,54.0,38.0,38.0
B,S,51.0,96.0,34.0,25.0,30.0,14.0,30.0,41.0,44.0,
B,－,37.0,90.0,31.0,45.0,53.0,44.0,69.0,73.0,50.0,54.0
B,B,46.0,26.0,59.0,38.0,,53.0,66.0,,32.0,
C,B,27.0,32.0,43.0,53.0,39.0,46.0,,22.0,21.0,73.0
A,A,88.0,84.0,,30.0,35.0,23.0,32.0,49.0,28.0,58.0
B,S,66.0,91.0,55.0,57.0,,33.0,,,10.0,
B,A,,56.0,38.0,42.0,,,59.0,34.0,,47.0
C,A,,48.0,22.0,,,,41.0,47.0,18.0,57.0
A,C,35.0,39.0,,44.0,29.0,47.0,,66.0,60.0,43.0
C,B,49.0,,,43.0,34.0,,27.0,57.0,37.0,50.0
B,－,,,38.0,,27.0,32.0,48.0,63.0,20.0,45.0
B,D,,81.0,39.0,53.0,28.0,26.0,,26.0,27.0,
B,D,39.0,55.0,47.0,29.0,,,68.0,39.0,,48.0
B,－,61.0,82.0,56.0,49.0,58.0,38.0,66.0,45.0,35.0,49.0
C,B,,54.0,65.0,36.0,53.0,47.0,11.0,74.0,11.0,52.0
B,D,27.0,,58.0,56.0,40.0,,29.0,45.0,,62.0
B,S,27.0,51.0,64.0,,30.0,51.0,52.0,27.0,65.0,78.0
,B,42.0,66.0,32.0,44.0,40.0,38.0,,7.0,17.0,
A,－,62.0,71.0,37.0,48.0,,60.0,54.0,56.0,44.0,50.0
C,A,45.0,,,32.0,,,74.0,52.0,,70.0
B,－,62.0,45.0,49.0,47.0,29.0,43.0,55.0,37.0,29.0,
B,D,46.0,60.0,63.0,34.0,48.0,34.0,40.0,30.0,36.0,
B,－,56.0,41.0,,45.0,42.0,42.0,35.0,70.0,21.0,58.0
B,－,51.0,52.0,40.0,35.0,,47.0,,34.0,58.0,40.0
B,－,32.0,49.0,54.0,,44.0,27.0,,41.0,30.0,75.0
,C,,43.0,58.0,27.0,,44.0,74.0,28.0,,
,S,,,22.0,41.0,22.0,28.0,51.0,31.0,14.0,56.0
B,A,27.0,44.0,35.0,44.0,28.0,25.0,,47.0,,53.0
A,D,43.0,29.0,53.0,56.0,38.0,49.0,61.0,,21.0,55.0
,D,34.0,72.0,40.0,43.0,77.0,37.0,11.0,33.0,,45.0
B,B,27.0,,48.0,31.0,45.0,32.0,50.0,,38.0,50.0
C,B,40.0,66.0,58.0,,33.0,23.0,68.0,59.0,44.0,60.0
,S,,50.0,33.0,49.0,26.0,39.0,58.0,36.0,,41.0
B,A,63.0,54.0,58.0,49.0,46.0,63.0,,70.0,51.0,61.0
B,－,,,,46.0,11.0,38.0,69.0,36.0,,51.0
,－,61.0,44.0,51.0,47.0,35.0,60.0,30.0,36.0,,54.0
B,B,43.0,,,,68.0,49.0,,13.0,16.0,
,－,45.0,32.0,51.0,,32.0,,35.0,42.0,,33.0
A,－,37.0,45.0,41.0,58.0,45.0,,38.0,,,63.0
A,S,44.0,46.0,,26.0,27.0,54.0,,,10.0,59.0
B,A,38.0,35.0,54.0,29.0,39.0,26.0,49.0,26.0,28.0,31.0
A,－,42.0,56.0,,30.0,28.0,27.0,63.0,40.0,,36.0
B,D,49.0,41.0,36.0,42.0,70.0,14.0,,,18.0,43.0
A,B,,40.0,44.0,42.0,34.0,44.0,66.0,32.0,20.0,
C,C,69.0,57.0,45.0,49.0,,48.0,31.0,57.0,40.0,38.0
,－,40.0,52.0,,34.0,11.0,45.0,28.0,44.0,44.0,59.0
,－,52.0,,32.0,58.0,52.0,27.0,49.0,29.0,46.0,76.0
B,A,53.0,,45.0,31.0,43.0,,66.0,47.0,45.0,72.0
B,S,37.0,35.0,52.0,53.0,51.0,38.0,56.0,65.0,27.0,
B,－,44.0,67.0,22.0,40.0,36.0,44.0,32.0,8.0,42.0,55.0
,－,65.0,25.0,47.0,32.0,31.0,30.0,,44.0,32.0,64.0
A,C,41.0,70.0,53.0,38.0,34.0,28.0,74.0,74.0,36.0,62.0
B,－,37.0,34.0,42.0,36.0,53.0,,25.0,32.0,36.0,52.0
B,－,36.0,50.0,,54.0,,48.0,74.0,,40.0,66.0
,C,40.0,78.0,49.0,48.0,46.0,36.0,22.0,23.0,18.0,79.0
C,S,64.0,73.0,50.0,42.0,,38.0,,43.0,35.0,
,B,64.0,84.0,30.0,37.0,18.0,,68.0,14.0,59.0,
A,－,,,52.0,44.0,,45.0,,31.0,32.0,34.0
,B,,47.0,50.0,44.0,,,27.0,47.0,29.0,79.0
B,D,55.0,39.0,,44.0,23.0,,50.0,,20.0,68.0
,S,56.0,,,57.0,29.0,43.0,,49.0,18.0,59.0
B,A,,56.0,,45.0,37.0,54.0,68.0,66.0,35.0,57.0
A,S,38.0,94.0,47.0,47.0,38.0,35.0,56.0,42.0,,55.0
B,－,,,50.0,45.0,70.0,,28.0,23.0,19.0,30.0
B,S,49.0,69.0,44.0,71.0,34.0,44.0,,39.0,,46.0
B,S,38.0,54.0,53.0,48.0,45.0,63.0,66.0,,,58.0
B,C,64.0,,44.0,49.0,32.0,30.0,,30.0,32.0,34.0
B,D,47.0,92.0,,,58.0,42.0,,60.0,,
B,－,43.0,66.0,22.0,30.0,13.0,20.0,48.0,,34.0,50.0
B,B,39.0,56.0,40.0,36.0,38.0,55.0,61.0,59.0,38.0,35.0
B,S,29.0,52.0,43.0,48.0,30.0,47.0,44.0,63.0,56.0,
C,－,51.0,64.0,,,66.0,62.0,53.0,64.0,34.0,43.0
B,C,52.0,77.0,50.0,52.0,57.0,71.0,69.0,24.0,14.0,43.0
B,A,,,,46.0,41.0,67.0,,58.0,43.0,69.0
C,－,27.0,29.0,61.0,53.0,30.0,23.0,69.0,34.0,,70.0
B,－,37.0,42.0,52.0,50.0,,,25.0,51.0,,59.0
A,B,27.0,58.0,39.0,49.0,18.0,39.0,57.0,51.0,23.0,59.0
,－,47.0,61.0,45.0,43.0,40.0,59.0,47.0,66.0,49.0,47.0
B,－,39.0,45.0,49.0,44.0,36.0,47.0,41.0,,59.0,49.0
B,－,77.0,30.0,,51.0,,,27.0,47.0,32.0,57.0
B,S,62.0,68.0,22.0,32.0,14.0,35.0,48.0,65.0,18.0,65.0
B,B,65.0,90.0,,52.0,,31.0,26.0,33.0,,
A,S,68.0,74.0,40.0,42.0,30.0,51.0,,60.0,41.0,47.0
A,S,,48.0,,51.0,35.0,15.0,44.0,,37.0,
B,－,,45.0,51.0,33.0,41.0,71.0,48.0,23.0,24.0,
B,－,,,46.0,36.0,35.0,55.0,54.0,74.0,,63.0
B,A,89.0,50.0,48.0,,25.0,37.0,74.0,,24.0,54.0
B,S,,,46.0,43.0,52.0,23.0,,,34.0,64.0
C,C,57.0,,55.0,42.0,26.0,19.0,61.0,53.0,57.0,58.0
A,－,61.0,54.0,51.0,31.0,,25.0,45.0,25.0,54.0,31.0
A,C,54.0,32.0,43.0,46.0,33.0,59.0,34.0,,,56.0
,－,69.0,71.0,59.0,,44.0,44.0,25.0,,,
A,－,41.0,62.0,38.0,52.0,46.0,49.0,19.0,36.0,54.0,
A,D,52.0,96.0,51.0,63.0,28.0,47.0,45.0,37.0,40.0,51.0
B,A,47.0,69.0,36.0,43.0,58.0,17.0,74.0,58.0,34.0,37.0
B,C,55.0,,58.0,,,27.0,16.0,60.0,34.0,62.0
B,B,,71.0,57.0,31.0,,43.0,35.0,,21.0,
B,S,69.0,54.0,,,32.0,,38.0,,25.0,54.0
A,D,,56.0,,41.0,30.0,45.0,47.0,10.0,20.0,77.0
,D,52.0,43.0,46.0,42.0,43.0,66.0,57.0,27.0,,
B,C,43.0,38.0,47.0,,38.0,28.0,59.0,62.0,15.0,49.0
,－,51.0,28.0,26.0,26.0,58.0,,,49.0,33.0,
C,S,50.0,57.0,29.0,51.0,40.0,,29.0,74.0,41.0,43.0
B,A,62.0,49.0,55.0,29.0,53.0,55.0,31.0,65.0,11.0,54.0
A,C,44.0,52.0,,49.0,38.0,50.0,67.0,37.0,15.0,43.0
C,C,63.0,57.0,38.0,49.0,54.0,24.0,47.0,,59.0,51.0
A,D,59.0,61.0,,,,,74.0,,58.0,49.0
B,C,,37.0,48.0,39.0,42.0,36.0,39.0,59.0,16.0,60.0
C,B,77.0,76.0,38.0,28.0,32.0,66.0,71.0,58.0,50.0,
B,B,39.0,40.0,55.0,34.0,31.0,42.0,,55.0,21.0,
,B,57.0,85.0,50.0,,42.0,67.0,68.0,57.0,38.0,77.0
B,B,59.0,54.0,53.0,63.0,55.0,18.0,58.0,59.0,29.0,62.0
A,S,59.0,26.0,34.0,30.0,30.0,35.0,,43.0,,47.0
B,D,49.0,,,43.0,57.0,52.0,54.0,56.0,10.0,63.0
B,D,50.0,48.0,28.0,31.0,11.0,,58.0,36.0,21.0,47.0
A,C,57.0,38.0,46.0,44.0,33.0,,34.0,53.0,27.0,52.0
,－,62.0,,,43.0,28.0,,50.0,14.0,36.0,
B,－,,40.0,,,,,34.0,48.0,10.0,51.0
A,S,76.0,96.0,38.0,28.0,49.0,45.0,,62.0,48.0,56.0
A,B,81.0,62.0,56.0,50.0,36.0,,32.0,32.0,17.0,64.0
C,B,57.0,64.0,,38.0,51.0,17.0,,64.0,17.0,60.0
,－,68.0,83.0,62.0,,,,56.0,55.0,,57.0
B,S,,59.0,36.0,59.0,41.0,56.0,40.0,26.0,12.0,
,S,60.0,50.0,41.0,48.0,,52.0,59.0,53.0,,70.0
A,D,50.0,57.0,,35.0,55.0,44.0,49.0,18.0,10.0,43.0
A,B,59.0,53.0,46.0,,30.0,59.0,34.0,70.0,15.0,55.0
,B,51.0,49.0,71.0,44.0,32.0,42.0,74.0,38.0,29.0,
B,A,65.0,44.0,40.0,,35.0,34.0,,48.0,66.0,62.0
B,A,73.0,,,52.0,30.0,27.0,,,,65.0
C,A,59.0,66.0,,,27.0,54.0,45.0,,38.0,70.0
A,C,69.0,69.0,22.0,41.0,27.0,49.0,64.0,66.0,,52.0
B,－,45.0,46.0,47.0,36.0,,52.0,32.0,32.0,,63.0
,－,35.0,33.0,47.0,53.0,35.0,54.0,38.0,66.0,18.0,36.0
B,S,59.0,33.0,37.0,24.0,50.0,24.0,64.0,50.0,,74.0
,－,42.0,85.0,64.0,,37.0,56.0,,32.0,,75.0
A,－,42.0,,,47.0,,44.0,68.0,36.0,,58.0
C,－,54.0,33.0,47.0,49.0,43.0,24.0,59.0,,44.0,
,B,34.0,,52.0,48.0,11.0,,73.0,51.0,,60.0
C,D,31.0,32.0,50.0,,36.0,63.0,,53.0,20.0,55.0
B,B,48.0,65.0,57.0,,27.0,15.0,56.0,40.0,38.0,58.0
,D,40.0,,24.0,,38.0,27.0,51.0,9.0,,44.0
B,S,33.0,52.0,51.0,40.0,,63.0,61.0,41.0,36.0,56.0
,D,85.0,90.0,,53.0,22.0,14.0,53.0,,,
C,A,54.0,47.0,68.0,,,48.0,40.0,,42.0,59.0
,－,39.0,88.0,32.0,72.0,30.0,24.0,69.0,30.0,17.0,44.0
B,C,52.0,54.0,52.0,30.0,,26.0,32.0,48.0,14.0,56.0
,－,,69.0,,54.0,29.0,18.0,59.0,60.0,31.0,66.0
B,C,46.0,62.0,49.0,,45.0,16.0,14.0,54.0,,60.0
B,D,54.0,50.0,,41.0,31.0,16.0,33.0,57.0,15.0,51.0
B,－,,82.0,22.0,42.0,,,,,18.0,52.0
A,－,43.0,29.0,50.0,59.0,37.0,16.0,,,16.0,48.0
B,A,51.0,44.0,35.0,50.0,50.0,,,24.0,25.0,52.0
A,B,45.0,63.0,,,61.0,46.0,,,37.0,71.0
B,S,,59.0,55.0,42.0,51.0,,59.0,39.0,46.0,58.0
,－,47.0,35.0,,40.0,20.0,14.0,,20.0,48.0,53.0
B,A,41.0,34.0,29.0,,30.0,39.0,74.0,,41.0,30.0
C,S,37.0,,23.0,48.0,39.0,24.0,28.0,51.0,21.0,66.0
B,A,72.0,66.0,41.0,48.0,,24.0,71.0,,18.0,56.0
B,D,79.0,,54.0,,26.0,,,63.0,,48.0
A,A,,,33.0,78.0,39.0,61.0,61.0,58.0,26.0,45.0
A,B,37.0,40.0,35.0,46.0,34.0,61.0,50.0,29.0,10.0,44.0
,－,27.0,90.0,25.0,47.0,38.0,52.0,62.0,34.0,31.0,51.0
A,－,59.0,,,42.0,43.0,27.0,47.0,52.0,,64.0
A,D,64.0,56.0,36.0,50.0,28.0,37.0,34.0,19.0,37.0,40.0
B,A,38.0,,32.0,45.0,41.0,42.0,52.0,49.0,10.0,55.0
B,S,43.0,40.0,52.0,50.0,55.0,53.0,53.0,62.0,,63.0
B,S,71.0,44.0,33.0,41.0,49.0,51.0,30.0,39.0,18.0,61.0
,C,46.0,37.0,,53.0,28.0,,74.0,73.0,47.0,
B,B,77.0,,31.0,36.0,35.0,37.0,52.0,18.0,46.0,
,C,27.0,74.0,47.0,42.0,48.0,46.0,69.0,74.0,20.0,
B,S,68.0,47.0,57.0,27.0,29.0,40.0,64.0,62.0,70.0,56.0
B,S,54.0,93.0,36.0,,39.0,27.0,41.0,37.0,52.0,45.0
,B,39.0,72.0,50.0,43.0,53.0,47.0,69.0,39.0,37.0,48.0
B,－,70.0,,41.0,,26.0,52.0,44.0,,27.0,53.0
B,D,45.0,41.0,,56.0,40.0,45.0,45.0,,16.0,49.0
,－,49.0,46.0,,,33.0,34.0,,33.0,42.0,48.0
B,A,47.0,58.0,,28.0,56.0,38.0,56.0,55.0,,66.0
B,－,48.0,48.0,30.0,48.0,,41.0,,43.0,,60.0
B,S,61.0,,44.0,45.0,,47.0,34.0,70.0,11.0,67.0
,C,60.0,35.0,,70.0,,61.0,74.0,41.0,43.0,54.0
B,D,50.0,61.0,,27.0,49.0,72.0,74.0,,28.0,45.0
A,D,87.0,54.0,40.0,58.0,11.0,,21.0,31.0,24.0,34.0
,－,,53.0,43.0,46.0,38.0,,60.0,,42.0,37.0
A,C,85.0,74.0,30.0,26.0,36.0,,44.0,27.0,,46.0
,－,27.0,,59.0,43.0,39.0,53.0,48.0,71.0,,51.0
C,－,44.0,30.0,32.0,46.0,45.0,49.0,,52.0,29.0,
A,－,70.0,45.0,40.0,43.0,,,42.0,,,53.0
B,D,,83.0,34.0,42.0,29.0,14.0,50.0,20.0,34.0,
B,C,,58.0,22.0,32.0,35.0,27.0,,48.0,21.0,62.0
B,A,,52.0,,26.0,38.0,41.0,68.0,59.0,,53.0
C,C,51.0,54.0,37.0,46.0,63.0,40.0,,40.0,21.0,33.0
B,D,43.0,55.0,22.0,65.0,43.0,27.0,,62.0,10.0,58.0
A,C,,39.0,39.0,51.0,32.0,,,,,45.0
A,－,27.0,46.0,,42.0,58.0,43.0,45.0,44.0,31.0,
B,B,27.0,43.0,,46.0,44.0,65.0,,39.0,30.0,79.0
B,－,,95.0,,59.0,71.0,28.0,35.0,26.0,,59.0
B,C,66.0,54.0,,31.0,40.0,,72.0,54.0,22.0,
A,S,45.0,35.0,39.0,32.0,20.0,58.0,64.0,18.0,24.0,61.0
B,S,46.0,,47.0,27.0,29.0,32.0,42.0,57.0,27.0,40.0
,S,50.0,80.0,,29.0,,,,41.0,23.0,53.0
B,A,68.0,75.0,62.0,43.0,39.0,28.0,50.0,72.0,,
C,－,,62.0,,39.0,62.0,,42.0,62.0,,67.0
C,S,,,55.0,49.0,40.0,,,22.0,26.0,49.0
,D,,,48.0,42.0,,27.0,47.0,22.0,46.0,45.0
A,D,42.0,58.0,,,,,54.0,71.0,40.0,
,－,41.0,,,,,29.0,62.0,,10.0,58.0
,－,39.0,,25.0,42.0,50.0,14.0,12.0,23.0,28.0,42.0
B,－,77.0,49.0,36.0,27.0,,14.0,,35.0,53.0,55.0
A,A,27.0,46.0,,72.0,76.0,41.0,,,20.0,57.0
C,B,,54.0,56.0,38.0,27.0,58.0,,70.0,,
A,－,,,50.0,70.0,,48.0,74.0,24.0,12.0,49.0
B,B,57.0,,66.0,52.0,31.0,57.0,46.0,44.0,58.0,47.0
B,B,77.0,59.0,52.0,69.0,29.0,68.0,52.0,34.0,47.0,
A,B,88.0,39.0,57.0,47.0,34.0,26.0,48.0,13.0,44.0,50.0
B,S,65.0,64.0,50.0,48.0,40.0,52.0,48.0,36.0,44.0,79.0
B,S,,32.0,48.0,44.0,34.0,,65.0,,,62.0
B,D,,83.0,49.0,,29.0,66.0,73.0,38.0,10.0,43.0
A,A,,48.0,,45.0,40.0,26.0,,29.0,42.0,72.0
B,－,50.0,69.0,52.0,33.0,,66.0,,42.0,,72.0
B,S,81.0,47.0,45.0,50.0,52.0,,31.0,,56.0,79.0
B,C,59.0,,53.0,49.0,,16.0,68.0,,31.0,36.0
,S,38.0,91.0,51.0,34.0,54.0,40.0,74.0,58.0,22.0,64.0
A,S,37.0,49.0,48.0,54.0,,26.0,61.0,41.0,15.0,
B,S,,26.0,29.0,28.0,47.0,38.0,69.0,,23.0,62.0
A,－,42.0,37.0,47.0,53.0,27.0,60.0,50.0,44.0,36.0,61.0
,D,48.0,60.0,49.0,50.0,27.0,39.0,62.0,22.0,23.0,56.0
B,S,79.0,55.0,29.0,45.0,71.0,27.0,54.0,67.0,30.0,57.0
B,B,50.0,82.0,30.0,,30.0,26.0,28.0,,12.0,
,－,29.0,64.0,41.0,42.0,47.0,53.0,,74.0,24.0,41.0
,S,43.0,61.0,60.0,,44.0,35.0,35.0,,,42.0
A,D,46.0,73.0,43.0,49.0,40.0,28.0,56.0,68.0,53.0,49.0
B,－,29.0,80.0,43.0,46.0,38.0,43.0,38.0,,23.0,54.0
,－,,46.0,50.0,47.0,11.0,54.0,47.0,,19.0,60.0
,B,,51.0,48.0,35.0,,,66.0,71.0,,55.0
,－,29.0,43.0,38.0,56.0,,,65.0,48.0,,49.0
C,S,67.0,52.0,34.0,44.0,40.0,61.0,61.0,,15.0,
B,－,33.0,51.0,,47.0,42.0,24.0,70.0,,,
C,A,73.0,58.0,24.0,52.0,36.0,37.0,,54.0,24.0,
B,S,70.0,45.0,44.0,44.0,42.0,14.0,44.0,46.0,30.0,67.0
B,S,43.0,62.0,38.0,54.0,,39.0,32.0,,,49.0
